net	pips	fanout
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_rxd_int[4]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_rxd_int[5]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_rxd_int[6]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_rxd_int[7]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_tx_en_int	21	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_tx_er_int	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[0]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[1]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[2]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[3]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[4]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[5]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[6]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gmii_txd_int[7]	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/mgt_rx_reset	96	51
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/mgt_tx_reset	115	87
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rx_reset_done_i	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxbufstatus	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxchariscomma	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxcharisk	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxclkcorcnt[0]	11	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxclkcorcnt[2]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[0]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[1]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[2]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[3]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[4]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[5]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[6]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdata[7]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxdisperr	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/rxnotintable	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk12_5	15	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk12_5_reg	3	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk1_25	13	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk1_25_reg	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div1/reg4	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div1/reg5	6	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div1/reg5_reg_n_0	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div2/reg1_reg_n_0	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div2/reg2_reg_n_0	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div2/reg4	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div2/reg5	12	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_div2/reg5_reg_n_0	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_en_12_5_fall	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_en_12_5_rise	15	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/clk_en_1_25_fall	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/sgmii_clk_en_reg_0[0]	39	33
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/clock_generation/sgmii_clk_en_reg_1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/gen_sync_reset/reset_stage1	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/gen_sync_reset/reset_stage2	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/gen_sync_reset/reset_stage3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/gen_sync_reset/reset_stage4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/gen_sync_reset/reset_stage5	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/muxsel	24	11
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/p_0_in[0]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/p_0_in[1]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/p_0_in[2]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/p_0_in[3]	11	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rx_dv_reg1	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rx_dv_reg2	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rx_er_reg1	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rx_er_reg2	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rxd_reg1_reg_n_0_[0]_0	12	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rxd_reg1_reg_n_0_[1]_1	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rxd_reg1_reg_n_0_[2]_2	11	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/rxd_reg1_reg_n_0_[3]_3	13	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/sfd_enable	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/receiver/sfd_enable0	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_100/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_100/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_100/data_sync3	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_100/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_100/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_10_100/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_10_100/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_10_100/data_sync3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_10_100/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/resync_speed_10_100/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/speed_is_100_resync	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/speed_is_10_100_resync	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sgmii_logic/sync_reset	78	60
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_rx_reset_done/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_rx_reset_done/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_rx_reset_done/data_sync3	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_rx_reset_done/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_rx_reset_done/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_tx_reset_done/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_tx_reset_done/data_sync2	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_tx_reset_done/data_sync3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_tx_reset_done/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/sync_block_tx_reset_done/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/data_valid_reg2	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/encommaalign_rec	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_cpllrefclklost_i	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_cpllreset_i	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_gtrxreset_gt	62	34
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_gtrxreset_t	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_gttxreset_gt	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_gttxreset_t	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__0_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__1_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__2_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__3_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__4_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry__5_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlock_counter0_carry_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rx_cdrlocked_reg_n_0	13	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/check_tlock_max	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/check_tlock_max_reg_n_0	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/cplllock_sync	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/data_valid_sync	14	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count	15	8
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[0]	14	8
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[1]	16	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[2]	19	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[3]	12	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[4]	14	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[5]	13	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[6]	6	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_count_reg[7]	10	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/init_wait_done_reg_n_0	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[0]	14	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[1]	12	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[2]	15	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[3]	10	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[4]	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[5]	5	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[6]	8	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_count_reg[7]	10	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_i	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/mmcm_lock_reclocked	10	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/reset_time_out_reg_n_0	56	32
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/run_phase_alignment_int_reg_n_0	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/run_phase_alignment_int_s2	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/run_phase_alignment_int_s3_reg_n_0	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_fsm_reset_done_int	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_fsm_reset_done_int_reg_n_0	16	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_fsm_reset_done_int_s2	8	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_state[0]	54	22
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_state[1]	50	23
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_state[2]	42	18
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rx_state[3]	51	22
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rxresetdone_s2	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/rxresetdone_s3	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_RXRESETDONE/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_RXRESETDONE/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_RXRESETDONE/data_sync3	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_RXRESETDONE/data_sync4	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_RXRESETDONE/data_sync5	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_cplllock/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_cplllock/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_cplllock/data_sync3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_cplllock/data_sync4	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_cplllock/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_data_valid/data_sync1	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_data_valid/data_sync2	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_data_valid/data_sync3	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_data_valid/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_data_valid/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_mmcm_lock_reclocked/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_mmcm_lock_reclocked/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_mmcm_lock_reclocked/data_sync3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_mmcm_lock_reclocked/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_mmcm_lock_reclocked/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_run_phase_alignment_int/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_run_phase_alignment_int/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_run_phase_alignment_int/data_sync3	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_run_phase_alignment_int/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_run_phase_alignment_int/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_rx_fsm_reset_done_int/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_rx_fsm_reset_done_int/data_sync2	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_rx_fsm_reset_done_int/data_sync3	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_rx_fsm_reset_done_int/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_rx_fsm_reset_done_int/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_time_out_wait_bypass/data_sync1	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_time_out_wait_bypass/data_sync2	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_time_out_wait_bypass/data_sync3	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_time_out_wait_bypass/data_sync4	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/sync_time_out_wait_bypass/data_sync5	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_100us_reg_n_0	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_1us_reg_n_0	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_2ms_reg_n_0	16	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter	24	20
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[0]	6	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[10]	15	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[11]	12	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[12]	16	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[13]	18	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[14]	21	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[15]	17	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_rxresetfsm_i/time_out_counter_reg[16]	25	7
